originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal
Blinder,"(8, 9]",1998,13,0,16,1,6,short,0,False,True,False,1,16,['NZ'],"Animation,Short",8.5,0
Sins of Angel Kelly,"(6, 7]",1988,82,0,104,0,15,video,0,False,True,True,1,104,['US'],Adult,6.5,0
The Totally Rad Show,"(8, 9]",2007,53,1,13,235,255,tvSeries,1,True,True,False,1,14,['US'],News,8.5,0
So viel Wind und keine Segel,"(5, 6]",1981,66,0,8,1,41,tvMovie,0,False,True,False,2,8,['DDDE'],Comedy,5.5,0
The Desert Codes,"(7, 8]",2018,42,0,80,2,93,tvEpisode,0,False,True,False,1,80,['US'],"Fantasy,History,Sci-Fi",7.5,2
Crossing Point,"(5, 6]",2016,92,0,1034,31,102,movie,0,False,True,False,14,1035,"['US', 'MX']","Action,Thriller",5.5,21
Late Night Roof Diving,"(7, 8]",1999,25,0,253,5,19,tvEpisode,0,False,True,False,1,253,['JP'],"Animation,Comedy,Drama",7.5,0
Never Bug a Beagle,"(7, 8]",2021,40,0,89,5,146,tvEpisode,0,False,True,False,1,89,"['US', 'CA']","Action,Adventure,Animation",7.5,1
The Oversexual Tourist,"(5, 6]",1989,73,0,10,0,9,movie,0,False,True,True,1,10,['US'],"Adult,Comedy",5.5,1
Episode #32.5,"(7, 8]",1995,40,0,13,0,46,tvEpisode,0,False,True,False,7,13,['GB'],"Music,News,Talk-Show",7.5,0
The Desert Rat,"(5, 6]",1919,24,0,16,0,8,short,0,False,True,False,2,16,['US'],"Short,Western",5.5,1
Wisconsin Death Trip,"(6, 7]",1999,76,3,1634,14,105,movie,3,False,True,False,6,1634,"['GB', 'US']","Biography,Crime,Drama",6.5,65
What a Life,"(6, 7]",1939,75,0,106,3,46,movie,0,False,True,False,5,106,['US'],"Comedy,Drama",6.5,4
EastEnders: Last Tango in Walford,"(6, 7]",2010,60,0,41,1,53,video,0,False,True,False,1,41,['GB'],Drama,6.5,0
Double Bill (Blood Oaks/Sex Demon),"(8, 9]",2019,15,0,11,9,36,short,0,False,True,False,1,11,['US'],"Horror,Short",8.5,1
La tierra de las 1000 músicas,"(7, 8]",2005,53,0,7,0,123,tvSeries,0,True,True,False,2,7,['ES'],"Documentary,Music",7.5,0
The Bride of Butt-head,"(7, 8]",1997,40,0,147,14,26,tvEpisode,0,False,True,False,1,147,['US'],"Animation,Comedy,Music",7.5,0
Stop! Look! and Laugh!,"(5, 6]",1960,78,0,310,3,89,movie,0,False,True,False,6,310,['US'],Comedy,5.5,12
May nagmamahal sa iyo,"(6, 7]",1996,121,0,31,1,43,movie,8,False,True,False,7,31,['PH'],Drama,6.5,2
Between Two Women,"(6, 7]",1986,95,1,259,11,69,tvMovie,0,False,True,False,9,259,['US'],Drama,6.5,9
Voskresnaya noch',"(5, 6]",1977,100,0,14,1,50,movie,0,False,True,False,1,14,['SUHH'],"Crime,Drama",5.5,0
Inside with Jen Psaki,"(4, 5]",2023,129,0,106,2,283,tvMiniSeries,0,True,True,False,1,107,['US'],Talk-Show,4.5,3
"Commandment Keeper Church, Beaufort South Carolina, May 1940","(5, 6]",1940,42,1,129,1,5,short,0,False,True,False,1,129,['US'],"Documentary,Short",5.5,3
Prima della pioggia,"(8, 9]",2011,19,0,5,5,19,short,0,False,True,False,1,5,['IT'],"Drama,Mystery,Short",8.5,0
Sokopop: Yesilçam 101,"(7, 8]",2021,25,0,48,4,1,tvSeries,0,True,True,False,1,48,['TR'],Documentary,7.5,0
El ánima del ahorcado contra el latigo negro,"(4, 5]",1959,80,0,28,2,44,movie,0,False,True,False,4,28,['MX'],"Action,Adventure,Horror",4.5,0
Clutch and Release,"(6, 7]",2013,40,0,14,0,132,tvEpisode,0,False,True,False,1,14,['CA'],"Game-Show,Reality-TV",6.5,0
Wheels and Deals,"(7, 8]",1973,40,0,8,10,21,tvEpisode,0,False,True,False,1,8,['GB'],Drama,7.5,0
Heavy Metal Parking Lot,"(7, 8]",1986,17,0,1568,18,7,video,0,False,True,False,1,1568,['US'],"Documentary,Music,Short",7.5,35
Death Mansion and the Red Wall: Item on Hand,"(7, 8]",2009,40,0,46,1,4,tvEpisode,0,False,True,False,1,46,['JP'],"Action,Animation,Comedy",7.5,0
Daag,"(7, 8]",2017,13,0,7,2,17,short,0,False,True,False,1,7,['BD'],"Drama,Short,War",7.5,0
Kinda: Part Four,"(7, 8]",1982,24,0,508,3,40,tvEpisode,0,False,True,False,1,508,['GB'],"Adventure,Drama,Family",7.5,6
Satellite in the Sky,"(5, 6]",1956,92,0,755,5,52,movie,0,False,True,False,11,755,['GB'],"Drama,Sci-Fi",5.5,43
Breathing Fire: Secret Weapon of the Somme,"(7, 8]",2012,88,0,10,0,5,tvMiniSeries,0,True,True,False,1,10,['CA'],Documentary,7.5,0
Sien jou môre,"(5, 6]",1970,85,0,8,0,45,movie,0,False,True,False,1,8,['ZA'],Drama,5.5,0
Little Big Mouth,"(4, 5]",2021,94,0,216,28,129,movie,0,False,True,False,28,216,['ZA'],"Comedy,Music,Romance",4.5,11
Qing Cheng shi jiu xia,"(4, 5]",1960,82,0,8,1,21,movie,0,False,True,False,3,8,"['TW', 'HK']",Adventure,4.5,1
His Lordship Goes to Press,"(5, 6]",1938,80,0,25,0,29,movie,0,False,True,False,1,25,['GB'],Comedy,5.5,2
Made in China,"(7, 8]",2011,13,0,8,1,43,short,0,False,True,False,1,8,['US'],"Comedy,Family,Short",7.5,0
Ustaad,"(6, 7]",1999,92,0,606,3,50,movie,0,False,True,False,1,606,['IN'],"Action,Drama,Thriller",6.5,0
Au large,"(7, 8]",2018,13,0,6,1,41,short,0,False,True,False,4,6,"['FR', 'CH']","Drama,Short",7.5,1
Når i går blir i dag og i morgen,"(7, 8]",2012,14,0,8,1,26,short,0,False,True,False,1,8,['NO'],"Drama,Short",7.5,0
What Fresh Hell?,"(7, 8]",2006,42,0,2334,19,136,tvEpisode,0,False,True,False,1,2335,"['US', 'CA']","Crime,Drama,Mystery",7.5,9
Nur die Kuh war Zeuge,"(6, 7]",2004,43,0,10,1,39,tvEpisode,0,False,True,False,1,10,['DE'],"Comedy,Crime",6.5,0
Dream Lover,"(6, 7]",1995,21,0,39,1,78,tvEpisode,0,False,True,False,1,39,['US'],"Comedy,Drama,Family",6.5,0
Episode #8.1,"(6, 7]",2016,45,0,132,2,70,tvEpisode,0,False,True,False,7,132,['GB'],Comedy,6.5,0
Offer och gärningsmän,"(8, 9]",1999,60,0,15,5,97,tvSeries,0,True,True,False,2,15,"['SE', 'DK', 'NO', 'FI']",Drama,8.5,0
Je m'appelle Hubert,"(9, 10]",2009,13,0,8,1,5,short,0,False,True,False,1,8,['AU'],"Drama,Short",9.5,0
Venkata in Sankata,"(7, 8]",2009,139,0,49,2,31,movie,0,False,True,False,1,49,['IN'],Comedy,7.5,0
That's My Mama,"(6, 7]",1974,30,0,564,188,223,tvSeries,0,True,True,False,3,564,['US'],Comedy,6.5,15
Moda 91,"(8, 9]",1991,30,0,35,1,26,tvEpisode,0,False,True,False,1,35,['GR'],Comedy,8.5,0
The Deadly Art of Survival,"(4, 5]",1979,77,0,61,22,27,movie,0,False,True,False,1,61,['US'],"Action,Drama",4.5,5
Jesse Williams,"(7, 8]",2017,30,0,28,0,68,tvEpisode,0,False,True,False,1,29,['US'],"Comedy,News,Talk-Show",7.5,0
Not So Dumb,"(5, 6]",1930,92,0,1157,29,29,movie,0,False,True,False,10,1157,['US'],"Comedy,Romance",5.5,25
Messages Deleted,"(4, 5]",2010,92,0,2260,55,251,movie,0,False,True,False,10,2261,['CA'],Thriller,4.5,28
My Friend Sasha: A Very Russian Murder,"(7, 8]",2007,60,0,41,0,13,tvMovie,0,False,True,False,2,41,['GB'],"Documentary,War",7.5,1
Dizzy & Daffy,"(5, 6]",1934,22,0,32,10,10,short,0,False,True,False,1,32,['US'],"Comedy,Short,Sport",5.5,4
Julius Caesar,"(9, 10]",2005,186,0,17,1,13,tvMovie,0,False,True,False,3,17,['DK'],"Drama,History,Music",9.5,1
Kaal,"(5, 6]",2007,92,0,17,5,8,movie,0,False,True,False,1,17,['IN'],Drama,5.5,0
A Girl's Own Story,"(6, 7]",1984,27,2,889,5,74,short,1,False,True,False,7,890,['AU'],"Drama,Short",6.5,11
Seishun zankoku monogatari,"(6, 7]",1960,96,1,2579,52,45,movie,0,False,True,False,19,2582,['JP'],"Crime,Drama",6.5,48
"The String Cheese Incident: Live at the Fillmore Auditorium, Denver","(8, 9]",2003,71,0,15,0,8,video,0,False,True,False,1,15,['US'],Music,8.5,0
Avsnitt 5,"(6, 7]",2014,40,0,57,0,67,tvEpisode,0,False,True,False,1,57,['SE'],Drama,6.5,1
Women Men Marry,"(7, 8]",1931,76,0,30,1,11,movie,0,False,True,False,4,30,['US'],Drama,7.5,2
Carosello Lagostina (1),"(7, 8]",1976,2,0,6,1,2,tvEpisode,0,False,True,False,1,6,['IT'],"Animation,Comedy,Family",7.5,0
American Visions,"(7, 8]",1997,129,0,38,0,35,tvMiniSeries,1,True,True,False,2,38,"['GB', 'US']",Documentary,7.5,1
Lost Empires,"(7, 8]",1986,420,0,356,50,136,tvMiniSeries,7,True,True,False,8,356,['GB'],Drama,7.5,7
Commitment,"(6, 7]",2017,92,0,9,1,15,movie,0,False,True,False,3,9,['IN'],"Comedy,Music",6.5,0
The Virtue Affair,"(7, 8]",1965,50,0,90,16,38,tvEpisode,0,False,True,False,1,90,['US'],"Action,Adventure,Crime",7.5,2
#1915House,"(3, 4]",2018,55,0,20,2,6,movie,0,False,True,False,1,20,['US'],"Horror,Thriller",3.5,1
In His Image: Delighting in God's Plan for Gender and Sexuality,"(7, 8]",2020,104,0,30,1,23,movie,0,False,True,False,1,30,['US'],Documentary,7.5,0
The Puzzles Are Coming,"(6, 7]",1966,25,0,357,13,64,tvEpisode,0,False,True,False,1,357,['US'],"Action,Crime,Fantasy",6.5,6
Not Guilty!,"(5, 6]",1926,13,0,12,0,9,short,0,False,True,False,1,12,['US'],"Comedy,Short",5.5,1
tvSSFBM EHKL,"(6, 7]",2001,44,0,11,0,67,tvMovie,0,False,True,False,1,11,['GB'],Documentary,6.5,1
Het Corso,"(7, 8]",2015,40,0,18,1,64,tvEpisode,0,False,True,False,1,18,['NL'],Drama,7.5,0
Round Three,"(8, 9]",2004,71,0,74,1,69,video,0,False,True,False,1,74,['US'],"Documentary,Sport",8.5,4
Hollywood Scout,"(5, 6]",1945,13,0,138,0,7,short,0,False,True,False,1,138,['US'],Short,5.5,6
Gamlet Shchigrovskogo uezda,"(5, 6]",1975,80,0,20,1,26,tvMovie,0,False,True,False,1,21,['SUHH'],Drama,5.5,0
Make Your Own Kind of Music!,"(7, 8]",1971,60,0,20,0,59,tvSeries,0,True,True,False,1,20,['US'],Music,7.5,0
I've Never Been to Harrogate,"(7, 8]",1992,25,0,29,12,23,tvEpisode,0,False,True,False,1,30,['GB'],"Crime,Drama",7.5,2
Elena et les hommes,"(6, 7]",1956,92,0,2190,66,107,movie,1,False,True,False,26,2190,"['FR', 'IT']","Comedy,Drama,Romance",6.5,55
Askin gözyaslari,"(6, 7]",1966,98,0,14,1,37,movie,0,False,True,False,1,14,['TR'],"Drama,Romance",6.5,0
Acting for Douglas Sirk: 'Written on the Wind' and 'The Tarnished Angels' Remembered,"(7, 8]",2008,71,0,16,1,26,video,0,False,True,False,2,16,"['DE', 'FR']","Documentary,Short",7.5,0
I'ma Friend You,"(7, 8]",2017,21,0,265,6,109,tvEpisode,0,False,True,False,1,265,['US'],"Comedy,Fantasy,Sci-Fi",7.5,0
Kingmaker: The Change of Destiny,"(6, 7]",2020,62,0,110,1,18,tvSeries,0,True,True,False,5,111,['KR'],"Drama,Fantasy,History",6.5,2
The Family Stallone,"(6, 7]",2023,53,0,1186,6,157,tvSeries,1,True,True,False,18,1189,['US'],"Reality-TV,Talk-Show",6.5,31
Second Time Around,"(7, 8]",2004,53,0,72,24,180,tvSeries,0,True,True,False,1,72,['US'],Comedy,7.5,4
Refl3ct,"(6, 7]",2021,65,0,512,13,16,movie,0,False,True,False,2,512,['IN'],Sci-Fi,6.5,68
Tajja,"(7, 8]",2006,139,18,2896,11,73,movie,17,False,True,False,12,2895,['KR'],"Comedy,Crime",7.5,23
A Cold Grave,"(3, 4]",2024,92,0,249,10,29,movie,0,False,True,False,5,249,['US'],"Horror,Mystery,Thriller",3.5,54
Little Dorrit,"(5, 6]",1920,92,0,11,9,16,movie,0,False,True,False,1,11,['GB'],Drama,5.5,1
Beni Sevenler Listesi,"(6, 7]",2021,89,4,596,8,49,movie,8,False,True,False,5,599,['TR'],Drama,6.5,2
V-Rally,"(6, 7]",1997,28,0,83,2,90,videoGame,0,False,True,False,2,83,['US'],Sport,6.5,0
This Moment Forward,"(8, 9]",2004,44,0,63,4,146,tvEpisode,0,False,True,False,1,63,['AU'],"Drama,Romance",8.5,2
Protagonistes,"(7, 8]",2001,60,0,69,6,15,tvSeries,0,True,True,False,1,69,['GR'],Talk-Show,7.5,0
West Point Cadet Cavalry,"(4, 5]",1896,13,0,29,0,1,short,0,False,True,False,1,29,['US'],"Documentary,Short",4.5,0
Sajal Ehtidhar,"(7, 8]",2010,80,0,9,0,12,movie,1,False,True,False,6,9,['TN'],Drama,7.5,0
WWE Unforgiven,"(7, 8]",2006,210,0,318,26,56,tvSpecial,0,False,True,False,1,318,['US'],Sport,7.5,6
The Sea Devils: Episode Four,"(7, 8]",1972,24,0,581,9,35,tvEpisode,0,False,True,False,1,581,['GB'],"Adventure,Drama,Family",7.5,5
Professors Tournament Quarterfinal Game 5,"(8, 9]",2021,40,0,9,1,16,tvEpisode,0,False,True,False,1,9,['US'],Game-Show,8.5,0
Tag 8: Miss Daisy und ihr Echaffeur,"(6, 7]",2016,90,0,19,0,27,tvEpisode,0,False,True,False,1,19,"['DE', 'AU']","Adventure,Comedy,Game-Show",6.5,0
Smurf the Presses,"(6, 7]",1988,40,0,56,1,119,tvEpisode,0,False,True,False,1,56,['US'],"Adventure,Animation,Comedy",6.5,0
The Lord of the Rings Online: Mines of Moria,"(7, 8]",2008,28,0,20,1,10,videoGame,0,False,True,False,2,20,['US'],Fantasy,7.5,0
"Édes Erdély, itt voltunk","(9, 10]",2015,49,0,24,6,22,movie,0,False,True,False,2,24,['RO'],Documentary,9.5,1
Terra Violenta,"(7, 8]",1949,110,0,8,2,50,movie,0,False,True,False,2,8,['BR'],Drama,7.5,0
7 to 10 Days,"(6, 7]",2004,80,0,10,0,38,movie,0,False,True,False,1,10,['US'],Drama,6.5,1
Piscina,"(7, 8]",2016,29,3,34,3,31,short,2,False,True,False,6,34,['BR'],"Drama,Short",7.5,1
Lata Bhagwan Kare,"(7, 8]",2020,128,0,110,6,18,movie,0,False,True,False,2,110,['IN'],"Biography,Drama",7.5,21
Pet Shop Boys: Somewhere,"(7, 8]",1997,91,0,102,5,61,video,0,False,True,False,2,102,['GB'],"Documentary,Music",7.5,2
Oasis,"(8, 9]",1993,53,0,14,2,25,tvSeries,0,True,True,False,1,14,['GB'],"Drama,Family",8.5,0
Alleingang,"(6, 7]",2012,89,2,87,2,62,tvMovie,0,False,True,False,1,87,['DE'],"Crime,Drama",6.5,0
Chapter Eight,"(8, 9]",1995,45,0,67,2,109,tvEpisode,0,False,True,False,1,67,['US'],"Crime,Drama,Mystery",8.5,0
Episode #4.56,"(6, 7]",1973,40,0,20,0,2,tvEpisode,0,False,True,False,7,20,['US'],"Adventure,Animation,Family",6.5,0
Werewolf Concerto,"(6, 7]",1992,24,0,846,2,91,tvEpisode,0,False,True,False,1,849,['US'],"Comedy,Crime,Fantasy",6.5,13
The Nose,"(8, 9]",2015,44,0,1087,12,171,tvEpisode,0,False,True,False,1,1090,['US'],"Comedy,Crime,Drama",8.5,12
Episode #1.8990,"(8, 9]",2004,40,0,17,0,39,tvEpisode,0,False,True,False,7,17,['US'],"Drama,Mystery,Romance",8.5,0
Lucky Losers,"(6, 7]",1950,70,0,364,2,63,movie,0,False,True,False,4,364,['US'],"Action,Adventure,Comedy",6.5,17
Look at Life: Power Needs No Passport,"(5, 6]",1964,9,0,10,0,3,short,0,False,True,False,1,10,['GB'],"Documentary,Short",5.5,0
Revenge Is the Nuts,"(6, 7]",1994,27,0,604,3,50,tvEpisode,0,False,True,False,1,607,['US'],"Comedy,Crime,Fantasy",6.5,6
Rapid Fire,"(6, 7]",1988,92,0,56,0,9,movie,0,False,True,False,2,56,"['US', 'CA']","Action,Crime,Thriller",6.5,0
Wotta Nitemare,"(6, 7]",1939,7,0,218,4,11,short,0,False,True,False,3,218,['US'],"Animation,Comedy,Family",6.5,5
"Nu, pogodi!","(8, 9]",1969,10,0,6437,113,150,tvSeries,1,True,True,False,46,6444,['SUHH'],"Action,Adventure,Animation",8.5,20
George Segal/Penelope Ann Miller/Drew Carey,"(7, 8]",1991,38,0,28,1,63,tvEpisode,0,False,True,False,1,28,['US'],"Comedy,Talk-Show",7.5,0
Budo,"(6, 7]",1979,101,0,279,4,3,movie,0,False,True,False,3,279,['JP'],Documentary,6.5,11
The Venture Bros. and the Curse of the Haunted Problem,"(8, 9]",2018,22,0,269,1,69,tvEpisode,0,False,True,False,1,269,['US'],"Action,Adventure,Animation",8.5,1
Chips Ahoy,"(7, 8]",1956,6,0,761,5,25,short,0,False,True,False,13,761,['US'],"Animation,Comedy,Family",7.5,7
Si dios fuera mujer,"(6, 7]",2021,71,1,21,1,8,movie,3,False,True,False,5,21,['CO'],Documentary,6.5,0
The F.J. Holden,"(5, 6]",1977,92,0,274,1,74,movie,0,False,True,False,4,274,['AU'],Drama,5.5,22
Death Leap,"(7, 8]",1973,60,0,102,1,43,tvEpisode,0,False,True,False,1,102,['US'],"Crime,Drama,Mystery",7.5,2
Dos locos en aprietos,"(4, 5]",1991,90,0,12,3,25,movie,0,False,True,False,1,12,['MX'],Comedy,4.5,0
Le café des Jules,"(6, 7]",1988,65,0,68,1,18,movie,0,False,True,False,5,68,['FR'],Drama,6.5,3
L'appât se rebiffe,"(6, 7]",1998,40,0,29,0,76,tvEpisode,0,False,True,False,1,29,['FR'],"Adventure,Animation,Comedy",6.5,0
Koko-di koko-da,"(5, 6]",2019,92,5,2852,7,44,movie,14,False,True,False,15,2853,"['SE', 'DK']","Drama,Fantasy,Horror",5.5,108
Khoji Gandak,"(9, 10]",2024,13,0,5,1,8,short,0,False,True,False,1,5,['IN'],Short,9.5,0
Zuixing Zhaiyao,"(8, 9]",2014,92,0,12,1,1,movie,0,False,True,False,4,12,['CN'],Documentary,8.5,0
Beverly Hills Sex Party,"(6, 7]",1993,71,0,103,0,10,video,0,False,True,True,1,103,['US'],Adult,6.5,1
The Devil's Cabaret,"(6, 7]",1930,16,0,433,3,15,short,0,False,True,False,3,433,['US'],"Comedy,Musical,Short",6.5,20
Rocket Richard's Skates,"(7, 8]",2024,40,0,61,4,143,tvEpisode,0,False,True,False,1,61,['CA'],Comedy,7.5,0
Montana Incident,"(6, 7]",1952,54,0,114,2,35,movie,0,False,True,False,7,113,['US'],Western,6.5,5
Confessions of an Animation,"(7, 8]",2004,4,2,12,1,8,short,0,False,True,False,1,12,['AU'],"Animation,Short",7.5,0
All That Glitters,"(8, 9]",2014,53,0,17,1,141,tvEpisode,0,False,True,False,1,17,['AU'],"Comedy,Crime",8.5,0
The Libertine,"(6, 7]",2004,114,2,38025,44,424,movie,8,False,True,False,34,38029,"['GB', 'AU']","Biography,Drama,History",6.5,374
Sweet Surrender,"(5, 6]",1987,30,0,19,2,33,tvSeries,0,True,True,False,2,19,['US'],Comedy,5.5,0
De droomfabriek,"(6, 7]",1989,80,0,24,6,72,tvSeries,0,True,True,False,1,24,['BE'],"Family,Game-Show",6.5,0
Malevil,"(6, 7]",1981,120,2,1001,5,60,movie,3,False,True,False,12,1001,"['FR', 'XWG']","Drama,Sci-Fi",6.5,24
Which Way to the O.K. Corral?,"(7, 8]",1972,60,0,83,1,54,tvEpisode,0,False,True,False,1,83,['US'],Western,7.5,0
Vinegarroon,"(7, 8]",1960,60,0,12,1,31,tvEpisode,0,False,True,False,1,12,['US'],Western,7.5,0
Legacy from a Friend,"(7, 8]",1983,48,0,358,8,61,tvEpisode,0,False,True,False,1,358,['US'],"Action,Adventure,Crime",7.5,8
The Professor Amberson Adams Story,"(6, 7]",1957,40,0,8,0,28,tvEpisode,0,False,True,False,1,8,['US'],Drama,6.5,0
Gallagher's Travels,"(5, 6]",1987,92,0,24,4,71,movie,0,False,True,False,4,24,['AU'],"Action,Adventure",5.5,0
Anmeldung,"(5, 6]",1964,10,2,33,0,7,short,0,False,True,False,2,33,['NL'],"Documentary,Short",5.5,1
Deck of Cards,"(9, 10]",2022,45,0,269,5,55,movie,0,False,True,False,3,269,['US'],"Action,Adventure,Comedy",9.5,9
El día de las sirvientas,"(6, 7]",1989,90,0,20,2,37,movie,0,False,True,False,2,20,['MX'],Comedy,6.5,3
New York Subway,"(5, 6]",1905,6,1,833,2,5,short,0,False,True,False,3,835,['US'],"Documentary,Short",5.5,8
A Verdadeira História de Romeu e Julieta,"(8, 9]",1990,76,0,21,2,15,tvMovie,0,False,True,False,1,21,['BR'],Comedy,8.5,1
Auditions 2,"(6, 7]",2012,60,0,16,0,163,tvEpisode,0,False,True,False,1,16,['GB'],"Documentary,Game-Show,Music",6.5,0
Lucrezia Borgia,"(8, 9]",1977,140,0,8,3,18,tvMovie,0,False,True,False,1,8,['AU'],"Drama,Music",8.5,1
The Last Night Inn,"(8, 9]",2016,92,3,24,9,57,movie,1,False,True,False,4,24,['US'],"Comedy,Crime,Drama",8.5,1
T.G.M. - osvoboditel,"(6, 7]",1990,92,0,27,0,1,movie,0,False,True,False,2,27,['CZ'],Documentary,6.5,0
"Hantu Kak Limah 2: Husin, Mon, dan Jin Pakai Toncit","(4, 5]",2013,92,0,123,1,43,movie,0,False,True,False,1,123,['MY'],"Comedy,Horror,Romance",4.5,1
Elävät puut,"(7, 8]",2018,27,0,6,0,7,tvSeries,0,True,True,False,1,6,['FI'],Documentary,7.5,0
Luo hua shi jie,"(6, 7]",1968,92,0,11,2,21,movie,0,False,True,False,3,11,"['TW', 'HK']","Drama,Romance",6.5,2
Caged Fury,"(7, 8]",1976,30,0,106,2,47,tvEpisode,0,False,True,False,1,106,['US'],Comedy,7.5,0
Watari no kisetsu,"(6, 7]",2019,40,0,266,13,51,tvEpisode,0,False,True,False,1,267,['JP'],"Action,Adventure,Animation",6.5,0
The Girl Who Travels Through Time,"(5, 6]",1979,40,0,24,1,45,tvEpisode,0,False,True,False,1,24,['JP'],"Action,Adventure,Animation",5.5,0
Rock Odyssey,"(6, 7]",1987,72,0,74,3,127,movie,0,False,True,False,2,74,['US'],"Animation,Music",6.5,6
The Cookie Carnival,"(6, 7]",1935,8,0,914,1,31,short,0,False,True,False,15,914,['US'],"Animation,Comedy,Family",6.5,10
America,"(6, 7]",2019,27,1,105,5,29,short,5,False,True,False,2,108,['US'],"Documentary,Short",6.5,1
Let's Gôtoku-ji!,"(4, 5]",1987,88,0,9,0,14,movie,0,False,True,False,1,9,['JP'],Comedy,4.5,0
Insensate,"(7, 8]",2012,85,0,23,7,18,movie,0,False,True,False,2,23,['US'],Drama,7.5,0
Le secret de l'enfant-fourmi,"(6, 7]",2011,108,0,106,1,65,movie,0,False,True,False,5,106,['FR'],Drama,6.5,4
Dog Cart,"(8, 9]",1969,55,0,26,1,47,tvEpisode,0,False,True,False,1,26,['US'],"Adventure,Animation,Family",8.5,0
Juedi fanji,"(5, 6]",1998,92,0,9,0,7,movie,0,False,True,False,3,9,['TW'],"Action,Comedy",5.5,0
Bump in the Night,"(5, 6]",1991,100,0,343,3,77,tvMovie,0,False,True,False,10,344,['US'],"Drama,Thriller",5.5,5
Arthur Sensei,"(7, 8]",2006,3,0,29,1,78,tvEpisode,0,False,True,False,1,29,['FR'],"Adventure,Comedy,Fantasy",7.5,0
Eiskalte Engel,"(6, 7]",2001,90,0,19,0,16,video,0,False,True,True,1,19,['DE'],Adult,6.5,1
The Black Knight,"(5, 6]",1954,85,0,888,8,80,movie,0,False,True,False,23,888,"['GB', 'US']","Adventure,History",5.5,55
The Beat Goes On,"(6, 7]",2015,23,0,146,8,196,tvEpisode,0,False,True,False,1,146,['US'],"Action,Comedy,Family",6.5,1
Martin Luther,"(6, 7]",1953,105,1,688,12,82,movie,4,False,True,False,16,688,"['XWG', 'US']","Biography,Drama,History",6.5,67
Ajab Sanju Ra Gajab Love,"(8, 9]",2019,92,0,13,0,12,movie,0,False,True,False,1,13,['IN'],"Drama,Romance",8.5,0
Commesse,"(6, 7]",1999,53,1,113,3,144,tvSeries,0,True,True,False,3,113,['IT'],Comedy,6.5,4
"Stupid People, Stupid, Stupid People","(7, 8]",2004,42,0,165,1,101,tvEpisode,0,False,True,False,1,165,['US'],"Adventure,Game-Show,Reality-TV",7.5,0
Spell of Evil,"(6, 7]",1973,74,0,218,20,32,tvEpisode,0,False,True,False,1,218,['GB'],"Crime,Drama,Fantasy",6.5,8
Oi episkeptes,"(7, 8]",2015,6,1,21,3,26,short,2,False,True,False,2,21,['GR'],Short,7.5,1
Redeeming Love,"(8, 9]",1998,40,0,116,1,65,tvEpisode,0,False,True,False,1,116,['US'],"Drama,Family,Fantasy",8.5,1
Carrier,"(3, 4]",2011,91,0,53,2,26,movie,0,False,True,False,1,53,['US'],"Drama,Horror,Thriller",3.5,2
Medan porten var stängd,"(6, 7]",1946,89,0,254,32,31,movie,0,False,True,False,7,254,['SE'],Drama,6.5,1
Guan yu ai qing he na xie mo gui,"(6, 7]",2012,92,0,9,0,18,movie,0,False,True,False,5,9,['CN'],Romance,6.5,1
Le diable par la queue,"(6, 7]",1969,90,0,1020,45,47,movie,0,False,True,False,23,1021,"['FR', 'IT']",Comedy,6.5,11
Teenage Babylon,"(7, 8]",1989,14,0,60,0,32,short,0,False,True,False,2,60,['AU'],Short,7.5,2
Ninja Combat,"(5, 6]",1990,28,0,27,1,19,videoGame,0,False,True,False,1,27,['JP'],"Action,Fantasy",5.5,0
High School 911,"(8, 9]",2016,86,4,80,89,39,movie,0,False,True,False,2,80,['US'],"Action,Documentary,Drama",8.5,24
Automobile Fête Before King Alfonso and Princess Ena,"(5, 6]",1906,13,0,8,0,1,short,0,False,True,False,1,8,['GB'],"Documentary,Short",5.5,0
94,"(7, 8]",1968,28,0,11,0,18,tvEpisode,0,False,True,False,1,11,['US'],"Family,Fantasy,Music",7.5,0
Beheaded,"(2, 3]",2019,92,0,8,32,8,movie,0,False,True,False,3,8,['IN'],"Action,Drama,Thriller",2.5,0
On the Spot,"(1, 2]",2007,5,0,51,2,12,short,0,False,True,False,1,51,['US'],"Drama,Short",1.5,0
La chair de l'orchidée,"(6, 7]",1975,110,0,713,21,85,movie,2,False,True,False,20,713,"['FR', 'IT', 'XWG']","Drama,Thriller",6.5,9
El manosanta está cargado,"(5, 6]",1987,90,0,424,2,23,movie,0,False,True,False,4,424,['AR'],Comedy,5.5,3
Murder in the Electric Cathedral,"(7, 8]",1986,47,0,483,1,71,tvEpisode,0,False,True,False,1,482,['US'],"Crime,Drama,Mystery",7.5,9
The Real World You Never Saw,"(5, 6]",1997,45,0,46,0,54,video,0,False,True,False,1,46,['US'],"Documentary,Reality-TV",5.5,0
Jaguar XJ220,"(6, 7]",1992,28,0,14,2,3,videoGame,0,False,True,False,1,14,['GB'],Sport,6.5,0
Indecision 2006: Election Night - Midterm Midtacular,"(7, 8]",2006,40,0,17,0,79,tvEpisode,0,False,True,False,1,17,['US'],"Comedy,News,Talk-Show",7.5,0
